"id";"age";"sexe";"nivetud";"poids";"occup";"qualif";"freres.soeurs";"clso";"relig";"trav.imp";"trav.satisf";"hard.rock";"lecture.bd";"peche.chasse";"cuisine";"bricol";"cinema";"sport";"heures.tv"
795;73;"Femme";"Derniere annee d'etudes primaires";7166,7426216;"Retraite";"Ouvrier qualifie";7;"Oui";"Pratiquant regulier";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";3
796;75;"Homme";"Derniere annee d'etudes primaires";3862,0598845;"Retraite";"Ouvrier qualifie";4;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";3
799;29;"Femme";"Enseignement technique ou professionnel court";6790,5351282;"Chomeur";"Ouvrier qualifie";3;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Oui";"Oui";"Non";3
800;43;"Homme";"Enseignement technique ou professionnel court";625,21997756;"Chomeur";"Ouvrier qualifie";1;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Oui";"Oui";"Oui";"Non";"Non";2
802;48;"Homme";"A arrete ses etudes, avant la derniere annee d'etudes primaires";1180,9857047;"Retraite";"Ouvrier specialise";5;"Non";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Non";0
803;59;"Femme";"N'a jamais fait d'etudes";968,01988216;"Exerce une profession";"Ouvrier specialise";6;"Non";"Pratiquant occasionnel";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Non";7
804;72;"Femme";"Derniere annee d'etudes primaires";8585,310727;"Retraite";"Ouvrier qualifie";2;"Non";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";0,3
809;32;"Femme";"Enseignement superieur y compris technique superieur";3628,0695132;"Exerce une profession";"Cadre";3;"Oui";"Pratiquant occasionnel";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Non";"Oui";"Oui";1
811;55;"Homme";"Enseignement technique ou professionnel court";1309,2937421;"Chomeur";"Ouvrier qualifie";4;"Oui";"NSP ou NVPR";;;"Non";"Non";"Oui";"Non";"Non";"Non";"Non";3
813;56;"Femme";"Derniere annee d'etudes primaires";1464,5537112;"Au foyer";"Ouvrier specialise";2;"Non";"Pratiquant regulier";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";4
817;37;"Homme";"Enseignement technique ou professionnel court";7417,5607107;"Exerce une profession";;3;"Oui";"Rejet";"Aussi important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Oui";"Oui";"Non";0
820;45;"Homme";"Enseignement technique ou professionnel court";1192,8935421;"Exerce une profession";"Ouvrier qualifie";2;"Non";"Pratiquant occasionnel";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";2
823;33;"Homme";"Enseignement technique ou professionnel long";1071,9831336;"Exerce une profession";"Ouvrier qualifie";1;"Oui";"Pratiquant occasionnel";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Oui";"Oui";"Non";4
827;58;"Femme";"1er cycle";1164,6179715;"Autre inactif";"Employe";6;"Oui";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";3
828;28;"Femme";"Enseignement technique ou professionnel long";13720,735461;"Exerce une profession";;0;"Non";"Ni croyance ni appartenance";"Aussi important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Oui";"Oui";"Oui";1
831;28;"Femme";"Enseignement superieur y compris technique superieur";7147,2826381;"Exerce une profession";"Profession intermediaire";8;"Oui";"Pratiquant occasionnel";"Aussi important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";0,4
834;76;"Femme";"A arrete ses etudes, avant la derniere annee d'etudes primaires";2335,6401626;"Retraite";;4;"Non";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";0
835;50;"Homme";"Enseignement superieur y compris technique superieur";7966,2738024;"Exerce une profession";"Cadre";1;"Oui";"Ni croyance ni appartenance";"Aussi important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";0
839;79;"Femme";"Derniere annee d'etudes primaires";4277,5800089;"Retire des affaires";;4;"Oui";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";4
845;30;"Homme";"Enseignement technique ou professionnel court";1940,3751845;"Exerce une profession";"Ouvrier qualifie";1;"Oui";"Ni croyance ni appartenance";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Non";"Oui";4
846;35;"Homme";"Enseignement superieur y compris technique superieur";8274,1931578;"Chomeur";"Employe";7;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Non";"Oui";"Oui";3
847;47;"Femme";"Enseignement technique ou professionnel court";1420,3727292;"Exerce une profession";"Employe";3;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";0
848;34;"Femme";"Enseignement superieur y compris technique superieur";5513,7626279;"Exerce une profession";"Employe";2;"Non";"Ni croyance ni appartenance";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";3
850;78;"Homme";"Enseignement technique ou professionnel court";3176,3947725;"Retraite";"Employe";3;"Non";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Non";2
851;39;"Femme";"Enseignement superieur y compris technique superieur";6178,4291886;"Autre inactif";"Employe";2;"Non";"Ni croyance ni appartenance";;;"Non";"Oui";"Non";"Oui";"Oui";"Non";"Non";1
852;18;"Femme";;3284,638769;"Etudiant, eleve";;0;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Oui";"Non";"Oui";"Oui";0,1
855;22;"Femme";;3564,1813688;"Etudiant, eleve";;1;"Oui";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";1
857;42;"Femme";"Enseignement superieur y compris technique superieur";2420,8394807;"Exerce une profession";"Profession intermediaire";7;"Non";"Pratiquant regulier";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Non";1
858;26;"Homme";"Enseignement technique ou professionnel court";8882,4983508;"Exerce une profession";"Ouvrier specialise";1;"Oui";"Ni croyance ni appartenance";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";3
860;77;"Femme";"Derniere annee d'etudes primaires";6523,7948052;"Retire des affaires";;5;"Non";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";2
862;37;"Homme";"Enseignement superieur y compris technique superieur";2567,5732816;"Exerce une profession";"Profession intermediaire";11;"Non";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";1,1
873;77;"Homme";"Enseignement superieur y compris technique superieur";12933,412654;"Retraite";"Cadre";0;"Oui";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";1
874;75;"Homme";"A arrete ses etudes, avant la derniere annee d'etudes primaires";3005,3450014;"Retraite";"Ouvrier specialise";4;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Non";5
875;52;"Homme";"Derniere annee d'etudes primaires";1259,5763826;"Exerce une profession";"Ouvrier specialise";5;"Non";"Appartenance sans pratique";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Non";5
876;41;"Femme";"A arrete ses etudes, avant la derniere annee d'etudes primaires";302,29352204;"Chomeur";"Employe";4;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Non";"Oui";"Non";1
879;71;"Homme";"1er cycle";1347,9041808;"Autre inactif";;5;"Oui";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";0
880;32;"Homme";"Enseignement superieur y compris technique superieur";1731,261156;"Exerce une profession";"Employe";1;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Oui";"Non";"Non";"Oui";"Non";"Oui";"Oui";2
883;72;"Homme";"Derniere annee d'etudes primaires";2771,0757356;"Retire des affaires";;12;"Oui";"Pratiquant regulier";;;"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";2
884;51;"Homme";"Enseignement superieur y compris technique superieur";17547,494368;"Exerce une profession";"Cadre";2;"Oui";"Pratiquant occasionnel";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Oui";1
886;45;"Homme";"Enseignement technique ou professionnel court";6721,5325261;"Exerce une profession";"Ouvrier qualifie";5;"Non";"Pratiquant occasionnel";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";2
888;25;"Homme";"Enseignement technique ou professionnel court";9292,9761965;"Exerce une profession";"Technicien";1;"Non";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";0
889;39;"Homme";"2eme cycle";3899,6310074;"Exerce une profession";"Ouvrier specialise";5;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Insatisfaction";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";2
890;71;"Femme";"N'a jamais fait d'etudes";2114,7923253;"Au foyer";;7;"Non";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";1
893;38;"Homme";"Enseignement technique ou professionnel court";8911,3712336;"Exerce une profession";"Ouvrier qualifie";4;"Oui";"Appartenance sans pratique";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Non";0
899;22;"Femme";;3564,1813688;"Etudiant, eleve";;1;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";2
900;33;"Femme";"2eme cycle";5645,6996933;"Exerce une profession";"Cadre";1;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";2
901;70;"Femme";"N'a jamais fait d'etudes";1808,4461278;"Au foyer";;6;"Non";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";3
904;27;"Femme";"Enseignement superieur y compris technique superieur";4302,711274;"Exerce une profession";"Cadre";1;"Non";"Appartenance sans pratique";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";0,3
906;22;"Femme";;1654,5992358;"Etudiant, eleve";;1;"Non";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Oui";"Non";"Oui";"Oui";0,3
908;25;"Femme";;7785,0604553;"Etudiant, eleve";;3;"Oui";"Appartenance sans pratique";;;"Oui";"Non";"Oui";"Oui";"Non";"Oui";"Non";5,1
909;64;"Femme";"Enseignement superieur y compris technique superieur";7298,0970794;"Retraite";"Cadre";8;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Oui";"Oui";"Non";2
910;77;"Homme";"Enseignement technique ou professionnel court";4683,7666236;"Retraite";"Technicien";1;"Non";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Non";3
914;72;"Femme";"Derniere annee d'etudes primaires";1101,7884559;"Retraite";;3;"Oui";"Pratiquant occasionnel";;;"Non";"Non";"Oui";"Oui";"Non";"Non";"Non";2
915;56;"Homme";"1er cycle";3175,2742062;"Exerce une profession";"Employe";1;"Oui";"Pratiquant occasionnel";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";0,6
916;18;"Femme";;3564,1813688;"Etudiant, eleve";;2;"Non";"Ni croyance ni appartenance";;;"Non";"Non";"Oui";"Non";"Oui";"Oui";"Oui";0,1
919;34;"Homme";"2eme cycle";3898,9090518;"Exerce une profession";;2;"Oui";"Ni croyance ni appartenance";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Oui";"Non";"Non";"Non";"Non";3
920;42;"Femme";"Enseignement technique ou professionnel court";5005,9416505;"Chomeur";"Ouvrier qualifie";2;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Oui";"Oui";"Non";"Oui";"Non";2
921;36;"Femme";"Enseignement technique ou professionnel court";1684,1757988;"Exerce une profession";"Employe";8;"Non";"Pratiquant regulier";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Non";"Oui";2
924;30;"Homme";"Enseignement superieur y compris technique superieur";4990,4220328;"Chomeur";;2;"Non";"Ni croyance ni appartenance";;;"Non";"Non";"Oui";"Non";"Oui";"Non";"Oui";1
926;30;"Femme";"Enseignement technique ou professionnel long";688,57687694;"Exerce une profession";"Employe";0;"Oui";"Pratiquant occasionnel";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Non";"Non";2
927;41;"Femme";"Enseignement technique ou professionnel court";3759,1489967;"Exerce une profession";"Profession intermediaire";3;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";2
928;36;"Femme";"Enseignement superieur y compris technique superieur";1540,8083408;"Exerce une profession";"Cadre";2;"Non";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";1
929;50;"Homme";"Enseignement superieur y compris technique superieur";5662,7879016;"Exerce une profession";"Cadre";1;"Oui";"Ni croyance ni appartenance";"Peu important";"Satisfaction";"Non";"Non";"Non";"Non";"Oui";"Oui";"Non";0,1
930;23;"Femme";"2eme cycle";8324,6047869;"Au foyer";"Employe";7;"Ne sait pas";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Oui";"Oui";"Non";3
932;71;"Femme";"Derniere annee d'etudes primaires";2125,6773004;"Retire des affaires";;1;"Oui";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";0
933;50;"Femme";"Enseignement superieur y compris technique superieur";3765,6524858;"Exerce une profession";"Cadre";1;"Non";"Rejet";"Moins important que le reste";"Satisfaction";"Non";"Oui";"Non";"Non";"Non";"Oui";"Non";1
934;69;"Homme";"2eme cycle";5376,1649004;"Retraite";"Cadre";4;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Oui";"Non";"Oui";"Non";"Oui";2
936;55;"Femme";"Enseignement technique ou professionnel court";2263,0528753;"Exerce une profession";"Employe";4;"Oui";"Pratiquant occasionnel";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Oui";"Non";"Oui";2
938;29;"Homme";"Enseignement technique ou professionnel court";4547,1980654;"Chomeur";"Ouvrier specialise";7;"Non";"Ni croyance ni appartenance";;;"Non";"Non";"Oui";"Oui";"Non";"Non";"Oui";
941;69;"Homme";"A arrete ses etudes, avant la derniere annee d'etudes primaires";2484,5291876;"Retraite";"Employe";10;"Oui";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";1
946;46;"Femme";"Enseignement superieur y compris technique superieur";2368,2385322;"Exerce une profession";"Profession intermediaire";7;"Oui";"Pratiquant occasionnel";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Oui";"Non";"Oui";0,6
947;54;"Femme";"Enseignement superieur y compris technique superieur";5065,4005891;"Au foyer";;4;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Non";"Oui";"Oui";1
948;78;"Femme";"Derniere annee d'etudes primaires";7975,2185686;"Retraite";"Ouvrier specialise";3;"Oui";"Pratiquant regulier";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";1
949;46;"Femme";"Derniere annee d'etudes primaires";3288,1031041;"Au foyer";"Ouvrier specialise";6;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";4
951;42;"Femme";"Enseignement superieur y compris technique superieur";3446,1925863;"Exerce une profession";;2;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Oui";"Oui";"Oui";0,4
952;63;"Homme";"Derniere annee d'etudes primaires";1161,8229341;"Chomeur";"Ouvrier specialise";8;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";6
954;56;"Homme";"Enseignement technique ou professionnel long";4010,9021091;"Autre inactif";"Ouvrier qualifie";4;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Oui";"Oui";"Oui";2
955;41;"Femme";"Enseignement technique ou professionnel court";6350,7998649;"Exerce une profession";"Employe";1;"Oui";"Pratiquant occasionnel";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Non";"Non";0
956;71;"Femme";"A arrete ses etudes, avant la derniere annee d'etudes primaires";2785,9004616;"Retraite";"Employe";11;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";3
957;35;"Femme";"Enseignement technique ou professionnel long";5834,2582159;"Exerce une profession";;4;"Oui";"Appartenance sans pratique";"Aussi important que le reste";"Insatisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Oui";2
958;67;"Femme";"Derniere annee d'etudes primaires";5664,5697552;"Retraite";"Ouvrier specialise";1;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";3
959;56;"Femme";"Derniere annee d'etudes primaires";4763,6982382;"Au foyer";"Ouvrier specialise";10;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";8
960;39;"Homme";"Enseignement technique ou professionnel court";8291,115035;"Exerce une profession";"Ouvrier qualifie";1;"Oui";"Ni croyance ni appartenance";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";2
961;26;"Femme";"Enseignement technique ou professionnel court";8807,8534361;"Exerce une profession";"Employe";2;"Non";"Pratiquant regulier";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Oui";2
962;23;"Femme";;15247,243781;"Etudiant, eleve";;2;"Non";"Rejet";;;"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";0
963;22;"Homme";;7540,9789212;"Exerce une profession";"Ouvrier qualifie";2;"Oui";"Ni croyance ni appartenance";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";1,1
965;55;"Femme";"2eme cycle";4976,0755199;"Retraite";"Cadre";2;"Oui";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Non";1
967;40;"Femme";"Enseignement superieur y compris technique superieur";5005,9416505;"Chomeur";"Employe";2;"Oui";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";0,7
968;67;"Femme";"Derniere annee d'etudes primaires";4911,813712;"Retraite";"Ouvrier specialise";2;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Non";3
970;70;"Femme";"1er cycle";1459,7614242;"Retraite";"Employe";1;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";4
972;69;"Homme";"Enseignement superieur y compris technique superieur";11810,390585;"Retraite";"Cadre";1;"Oui";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";2
973;34;"Femme";"Enseignement superieur y compris technique superieur";8997,3533417;"Exerce une profession";"Employe";3;"Oui";"Pratiquant occasionnel";"Peu important";"Equilibre";"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";2
979;59;"Femme";"Derniere annee d'etudes primaires";1840,1326524;"Au foyer";"Employe";7;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";3
980;77;"Femme";"1er cycle";748,55080242;"Au foyer";;2;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";1
981;61;"Homme";"Enseignement superieur y compris technique superieur";3298,2675498;"Retraite";"Profession intermediaire";16;"Non";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";0,6
